dos00010;2;matthias;Write UnLock
dos00011;2;matthias;Write DupLock
dos00012;2;matthias;Write Examine
dos00013;2;bergers;Write ExNext
dos00014;2;SDuvan;Write Info
dos00015;2;matthias;Write CreateDir
dos00016;2;matthias;Write CurrentDir
dos00017;2;matthias;Write IoErr
dos00018;2;iaint;Write CreateProc
dos00019;2;SDuvan;Write Exit
dos00020;2;matthias;Write LoadSeg
dos00021;2;matthias;Write UnLoadSeg
dos00022;2;iaint;Write DeviceProc
dos00023;2;matthias;Write SetComment
dos00024;2;matthias;Write SetProtection
dos00025;2;digulla;Write DateStamp
dos00026;2;matthias;Write Delay
dos00027;2;srittau;Write WaitForChar
dos00028;2;srittau;Write ParentDir
dos00029;2;matthias;Write IsInteractive
dos00030;2;SDuvan;Write Execute
dos00031;2;matthias;Write AllocDosObject
dos00032;2;matthias;Write FreeDosObject
dos00033;2;SDuvan,bergers;Write DoPkt
dos00034;1;SDuvan;Write SendPkt
dos00035;1;SDuvan;Write WaitPkt
dos00036;1;SDuvan;Write ReplyPkt
dos00037;2;SDuvan,bergers;Write AbortPkt
dos00038;2;SDuvan;Write LockRecord
dos00039;2;bergers,SDuvan;Write LockRecords
dos00040;2;SDuvan;Write UnLockRecord
dos00041;2;bergers,SDuvan;Write UnLockRecords
dos00042;2;matthias;Write SelectInput
dos00043;2;matthias;Write SelectOutput
dos00044;2;matthias;Write FGetC
dos00045;2;matthias;Write FPutC
dos00046;2;matthias;Write UnGetC
dos00047;2;digulla;Write FRead
dos00048;2;digulla;Write FWrite
dos00049;2;digulla;Write FGets
dos00050;2;matthias;Write FPuts
dos00051;2;SDuvan;Write VFWritef
dos00052;2;matthias;Write VFPrintf
dos00053;2;matthias;Write Flush
dos00054;0;;Write SetVBuf
dos00055;2;matthias;Write DupLockFromFH
dos00056;2;matthias;Write OpenFromLock
dos00057;2;bergers;Write ParentOfFH
dos00058;2;matthias;Write ExamineFH
dos00059;2;matthias;Write SetFileDate
dos00060;2;matthias;Write NameFromLock
dos00061;2;matthias;Write NameFromFH
dos00062;2;digulla;Write SplitName
dos00063;1;srittau;Write SameLock
dos00064;2;iaint;Write SetMode
dos00065;2;matthias;Write ExAll
